candidate_start_fy,horizon_months,dimension,segment,eligible_loans,chargeoffs,valid_gross_amount_loans,gross_approval,sba_guaranteed_approval,chargeoff_loan_approval,gross_chargeoff_amount,flagged_financial_chargeoffs,sensitivity_gross_approval,sensitivity_chargeoff_loan_approval,sensitivity_gross_chargeoff_amount,chargeoff_rate_percent,ci95_low_percent,ci95_high_percent,passes_rate_reporting_rule,approval_weighted_chargeoff_incidence_percent,gross_chargeoff_rate_percent,chargeoff_severity_percent,sensitivity_gross_chargeoff_rate_percent,sensitivity_chargeoff_severity_percent
2001,96,business_age,Unknown,56244,8868,56244,10068145300.0,7309239171.089999,723170800.0,523810746.08,263,10048480200.0,703505700.0,496060510.79,15.767015,15.468175,16.070532,True,7.182761,5.202654,72.432508,4.936672,70.51265
2001,96,business_type,CORPORATION,779696,107401,779696,221198509187.91,162041727597.73737,16161964599.0,11035392471.899998,3154,220841331663.91,15804787075.0,10580556817.87,13.774728,13.698409,13.851403,True,7.306543,4.988909,68.280019,4.791022,66.945266
2001,96,business_type,INDIVIDUAL,185854,37660,185854,23185847738.739998,16740059719.005001,2183165972.17,1521455676.21,747,23152078292.739998,2149396526.17,1474923994.24,20.263217,20.081088,20.446576,True,9.415942,6.562001,69.690335,6.37059,68.620377
2001,96,business_type,PARTNERSHIP,23711,2520,23711,7567112254.0,5624711842.564001,432880582.0,291402891.62,84,7553736754.0,419505082.0,276134877.43,10.627979,10.242053,11.026659,True,5.720552,3.850913,67.317155,3.655606,65.823965
2001,96,business_type,Missing,336,105,336,91922745.0,67485428.85,18182495.0,11396556.53,3,91587745.0,17847495.0,11033395.79,31.25,26.529382,36.394506,False,19.780192,12.397972,62.678728,12.046804,61.820417
2001,96,processing_method,Preferred Lenders Program,245988,22203,245988,148894428953.01,113115769145.65979,8991628000.0,5891810787.0,537,148711977953.01,8809177000.0,5691093492.709999,9.02605,8.913449,9.13993,True,6.038928,3.957039,65.525518,3.826923,64.604145
2001,96,processing_method,SBA Express Program,520246,90022,520246,32093456300.0,16041982389.67,4400057700.0,3563729157.35,2985,31969463700.0,4276065100.0,3359410510.16,17.303737,17.201187,17.40677,True,13.71014,11.104224,80.992782,10.508185,78.563128
2001,96,processing_method,7a General,77417,7488,77417,45853206512.6,35084360821.22634,3252115101.0,1964360701.48,167,45801555662.6,3200464251.0,1907323550.13,9.672294,9.466079,9.882511,True,7.092449,4.28402,60.402558,4.16432,59.595215
2001,96,processing_method,Low Documentation Program,34202,4575,34202,3019684931.38,2556077494.7555,409937388.17,256884067.3,72,3013914502.38,404166959.17,250715293.74,13.376411,13.019767,13.74128,True,13.575502,8.506982,62.66422,8.318593,62.032605
2001,96,processing_method,Certified Lenders Program,7792,572,7792,4835414281.0,3638810969.18374,275889605.0,146879435.0,14,4829786641.0,270261965.0,142102766.6,7.340862,6.782561,7.941205,True,5.705604,3.037577,53.238481,2.942216,52.579639
2001,96,processing_method,7a with EWCP,1651,58,1651,1796321908.0,1596267222.08,45345833.0,30397918.92,1,1792321908.0,41345833.0,26395042.04,3.513022,2.727352,4.514518,True,2.524371,1.692231,67.035749,1.472673,63.839667
2001,96,processing_method,International Trade Loans,3935,564,3935,3048315718.0,2523669140.027,290998548.0,182306143.2,11,3044810118.0,287492948.0,178550517.38,14.33291,13.272838,15.462552,True,9.546208,5.980553,62.648472,5.864094,62.106051
2001,96,processing_method,Community Express,43023,16662,43023,1125661500.0,933648605.0,362226300.0,277182591.84,66,1122317100.0,358881900.0,272806698.57,38.728122,38.268847,39.18941,True,32.178972,24.623974,76.52194,24.307453,76.015731
2001,96,processing_method,Working Capital CAPLine,2488,77,2488,1873450300.0,1398106941.7,58372000.0,47864384.68,10,1865680300.0,50602000.0,36957334.34,3.094855,2.483374,3.850956,True,3.115749,2.554879,81.998877,1.980904,73.035323
2001,96,processing_method,Export Express,2221,299,2221,262844700.0,210901575.0,21347600.0,16421142.38,14,262200700.0,20703600.0,15388863.1,13.462404,12.105808,14.945174,True,8.121754,6.247469,76.922663,5.869116,74.329407
2001,96,processing_method,Seasonal CAPLine,293,20,293,204890882.0,155056606.5,5646732.0,3710559.44,2,204590882.0,5346732.0,2757696.84,6.825939,4.461865,10.307452,False,2.75597,1.810993,65.711626,1.347908,51.577241
2001,96,processing_method,Small Asset Base Line of Credit (CAPLine),268,7,268,36800000.0,29076100.0,1120000.0,738882.75,1,36700000.0,1020000.0,631314.84,2.61194,1.270865,5.29232,False,3.043478,2.007834,65.971674,1.720204,61.893612
2001,96,processing_method,Preferred Lenders with EWCP,956,19,956,1140329910.66,1008616762.194,17333333.0,10856352.25,0,1140329910.66,17333333.0,10856352.25,1.987448,1.275983,3.083222,False,1.520028,0.952036,62.632803,0.952036,62.632803
2001,96,processing_method,Contract CAPLine,720,46,720,520518588.0,392145254.9,26983708.0,17919546.81,3,519244437.0,25709557.0,16365380.78,6.388889,4.823795,8.416875,True,5.184005,3.442633,66.408763,3.151768,63.654853
2001,96,processing_method,Builders CAPLine,318,6,318,193735776.0,146693217.7,4280000.0,2085579.52,0,193735776.0,4280000.0,2085579.52,1.886792,0.867532,4.054599,False,2.209194,1.076507,48.728493,1.076507,48.728493
2001,96,processing_method,Certified Lenders Program with EWCP,41,0,41,25538569.0,21901072.1,0.0,0.0,0,25538569.0,0.0,0.0,0.0,-0.0,8.566757,False,0.0,0.0,,0.0,
2001,120,loan_size_band,More than $1m,45746,3505,45746,80208492154.67,60941501964.33429,5552453229.0,3196068892.310001,47,80135247154.67,5479208229.0,3116039481.55,7.661872,7.42167,7.909184,True,6.922525,3.984701,57.561383,3.888476,56.870251
2001,120,loan_size_band,$350k to $1m,104920,10856,104920,62864893692.76,47867332985.61658,6363930019.0,4002699194.19,212,62745875704.76,6244912031.0,3875180786.95,10.346931,10.164088,10.532677,True,10.123186,6.367145,62.896656,6.175993,62.053409
2001,120,loan_size_band,Up to $50k,398050,88994,398050,10818506568.05,5985702307.1425,2438047882.0,2033260096.15,2631,10745378523.05,2364919837.0,1898068433.24,22.357493,22.228328,22.487191,True,22.535901,18.794277,83.397053,17.664044,80.259314
2001,120,loan_size_band,$50k to $150k,203959,31877,203959,20995101745.42,14170825064.221498,3231655618.17,2356211215.86,700,20925448315.42,3162002188.17,2261590782.58,15.629122,15.472175,15.787363,True,15.392427,11.222671,72.910344,10.807849,71.524011
2001,120,loan_size_band,$150k to $350k,125836,15377,125836,31336322564.75,21827801034.6615,3779519816.0,2573926445.87,441,31229462194.75,3672659446.0,2453127130.82,12.219873,12.040068,12.401985,True,12.061147,8.213875,68.101943,7.855169,66.794299
2001,120,term_band,241 to 360,76854,2628,76854,69370606101.0,52593575151.52889,2329138357.0,1251167091.86,68,69326736099.0,2285268355.0,1206053190.18,3.419471,3.2933,3.550298,True,3.357529,1.803598,53.718024,1.739665,52.775123
2001,120,term_band,121 to 180,42198,2601,42198,17633169846.760002,13245794705.68726,1360210830.0,794393243.45,64,17610385961.760002,1337426945.0,769251493.3,6.163799,5.938303,6.397276,True,7.713933,4.505107,58.402214,4.368169,57.517272
2001,120,term_band,13 to 60,216250,81571,216250,18599112330.8,12073261482.102,6289552383.17,4298306093.249999,2194,18480955888.8,6171395941.17,4116956637.05,37.720694,37.516631,37.925193,True,33.816412,23.110275,68.340413,22.276752,66.710298
2001,120,term_band,61 to 84,330355,30840,330355,29115035711.0,18997949446.32408,3929384929.0,2826367229.86,438,29061459542.0,3875808760.0,2763197932.07,9.335412,9.236677,9.435093,True,13.496068,9.707586,71.928999,9.508118,71.293454
2001,120,term_band,85 to 120,146043,14371,146043,46379836052.42,35152652903.8312,4205942645.0,3183101088.11,482,46247473142.42,4073579735.0,3037265806.67,9.840253,9.688545,9.994073,True,9.068472,6.863114,75.681039,6.56742,74.560117
2001,120,term_band,181 to 240,32597,2827,32597,19046170449.010002,14276450016.286932,2060541500.0,1079487077.14,59,19013982224.010002,2028353275.0,1044495404.34,8.672577,8.37191,8.982984,True,10.818666,5.667738,52.388514,5.493302,51.494748
2001,120,term_band,1 to 12,33155,15092,33155,5955023209.66,4367386760.966,1133591845.0,692993307.39,699,5917280009.66,1095848645.0,632147220.79,45.519529,44.984045,46.056052,True,19.035893,11.637122,61.132524,10.683071,57.685632
2001,120,term_band,Invalid or missing,1059,679,1059,124363025.0,86092889.25,57244075.0,36350713.32,27,123139025.0,56020075.0,34638930.74,64.117092,61.181953,66.950183,True,46.029819,29.229518,63.501268,28.129937,61.833067
2001,120,guarantee_percent_band,>50% to 75%,224110,26084,224110,145586991111.09,108740907875.39337,13806649005.0,8614231067.890001,689,145315274908.09,13534932802.0,8315838701.63,11.638927,11.506813,11.772357,True,9.483436,5.916896,62.391903,5.722618,61.439823
2001,120,guarantee_percent_band,>0% to 50%,470546,89329,470546,29638158780.0,14759060503.376,4464187300.0,3572020493.75,2974,29514497280.0,4340525800.0,3364389451.11,18.984116,18.872316,19.096423,True,15.062296,12.0521,80.015023,11.399108,77.511104
2001,120,guarantee_percent_band,>75% to 85%,142646,30973,142646,11251213753.85,9528008943.060497,1830193235.17,1240319466.51,315,11225934723.85,1804914205.17,1211409617.45,21.713192,21.499999,21.927908,True,16.266629,11.023873,67.769864,10.791169,67.117296
2001,120,guarantee_percent_band,>85% to 90%,41194,4217,41194,19742033150.05,17760466716.5525,1263102024.0,734838289.23,53,19720785050.05,1241853924.0,711612317.95,10.236928,9.947897,10.533374,True,6.398034,3.722202,58.177271,3.608438,57.302417
2001,120,guarantee_percent_band,>90% to 100%,15,6,15,4919930.66,4719317.594,1475000.0,756527.0,0,4919930.66,1475000.0,756527.0,40.0,19.824496,64.25317,False,29.980097,15.376782,51.289966,15.376782,51.289966
2001,120,naics2,Missing,66,18,66,18750185.0,13295158.48,5464500.0,3130963.37,0,18750185.0,5464500.0,3130963.37,27.272727,18.003345,39.042226,False,29.143712,16.698307,57.296429,16.698307,57.296429
2001,120,naics2,62,71124,6568,71124,21203425271.16,15671590375.1812,1324997998.0,873791719.0,192,21167438204.16,1289010931.0,831976924.21,9.234576,9.024003,9.449553,True,6.248981,4.120993,65.946644,3.930456,64.543822
2001,120,naics2,42,50548,9906,50548,13953574635.66,10264721172.965399,1335521107.0,913627401.66,269,13927257335.66,1309203807.0,876068638.88,19.597215,19.253488,19.945561,True,9.571175,6.547623,68.409806,6.290317,66.916139
2001,120,naics2,51,13713,2770,13713,2338436168.0,1668629812.21,250579943.0,172796478.76,70,2334406868.0,246550643.0,167034495.61,20.19981,19.536217,20.880096,True,10.715706,7.389403,68.958623,7.155329,67.748554
2001,120,naics2,81,85894,14949,85894,17287793005.32,12691549269.64545,1908605346.0,1282933305.04,335,17250388503.32,1871200844.0,1238835705.08,17.40401,17.151915,17.65902,True,11.040191,7.421036,67.218365,7.181495,66.205384
2001,120,naics2,45,43382,9646,43382,5711933055.17,4078571527.9,939616288.17,648928917.45,247,5696972110.17,924655343.17,629149450.88,22.235028,21.846201,22.628772,True,16.450058,11.360934,69.063183,11.043576,68.041509
2001,120,naics2,33,38994,5377,38994,12654530007.0,9348908216.8,1162223530.0,731712479.81,169,12631816056.0,1139509579.0,703852361.81,13.789301,13.45065,14.135086,True,9.184249,5.782218,62.957982,5.57206,61.768007
2001,120,naics2,23,83673,15855,83673,12288888325.0,8486899872.237,1721720327.0,1186689986.89,533,12255639725.0,1688471727.0,1134879326.59,18.948765,18.684655,19.215725,True,14.010383,9.65661,68.924666,9.260058,67.213404
2001,120,naics2,72,107378,18528,107378,35767198936.83,26636501785.9635,3987427134.0,2601883813.71,548,35655300400.83,3875528598.0,2476637015.52,17.254931,17.030099,17.482107,True,11.148279,7.274497,65.252197,6.946056,63.904496
2001,120,naics2,44,105430,20385,105430,28262513810.0,20822320854.19554,3262539012.0,2097000323.78,483,28211487692.0,3211512894.0,2033234013.35,19.335104,19.097836,19.574606,True,11.543697,7.419723,64.275103,7.207114,63.310785
2001,120,naics2,54,87779,13434,87779,14963053317.0,10625763896.909,1266583224.0,912770896.39,367,14935321517.0,1238851424.0,873996017.37,15.304344,15.067691,15.544034,True,8.464738,6.100165,72.065608,5.851873,70.548897
2001,120,naics2,52,13869,2631,13869,2572352570.0,1857142072.157,197951730.0,142945884.82,48,2569521370.0,195120530.0,139021332.51,18.970366,18.326484,19.631431,True,7.695358,5.55701,72.212496,5.410398,71.248952
2001,120,naics2,48,32467,6156,32467,4341059724.0,3032613929.42,514720631.0,333001897.24,120,4336622424.0,510283331.0,325681365.45,18.960791,18.538087,19.39084,True,11.857027,7.670982,64.695658,7.510024,63.823634
2001,120,naics2,56,44303,7947,44303,5932414680.76,4187057909.256,715058466.0,504509727.07,206,5920412505.76,703056291.0,487261489.02,17.937837,17.583359,18.297875,True,12.053413,8.50429,70.555032,8.230195,69.306184
2001,120,naics2,32,18983,3027,18983,6295877754.75,4648233954.04908,721808163.0,445038821.23,84,6285981954.75,711912363.0,431042690.13,15.945846,15.431946,16.473527,True,11.464774,7.068734,61.656108,6.857205,60.547156
2001,120,naics2,53,19046,3974,19046,5057056494.0,3714687281.522,438964497.0,278567453.68,84,5051862825.0,433770828.0,271627199.03,20.865274,20.294089,21.448208,True,8.680237,5.50849,63.460133,5.376773,62.619978
2001,120,naics2,22,720,92,720,158166071.0,114892362.525,10517000.0,7644720.38,3,157893571.0,10244500.0,7295580.96,12.777778,10.535286,15.41535,True,6.64934,4.83335,72.689174,4.620569,71.214612
2001,120,naics2,61,10674,1737,10674,1981151581.0,1443315584.017,188964409.0,132684937.68,56,1977379881.0,185192709.0,127740517.33,16.273187,15.585092,16.98555,True,9.53811,6.697364,70.216893,6.46009,68.977077
2001,120,naics2,11,9684,833,9684,4364916233.0,3331469689.363,292880106.0,164252217.6,33,4360483368.0,288447241.0,158541241.53,8.601817,8.059652,9.176814,True,6.709868,3.76301,56.081726,3.635864,54.963688
2001,120,naics2,31,15526,2478,15526,4236028239.0,3117801537.902,380991685.0,250836024.29,77,4225388939.0,370352385.0,236618204.6,15.960325,15.392676,16.544813,True,8.994078,5.921491,65.837664,5.599915,63.890018
2001,120,naics2,71,19770,3498,19770,5356014702.0,3953756322.763,614465077.0,397724418.49,90,5335163497.0,593613872.0,373488482.13,17.693475,17.167819,18.231684,True,11.472431,7.425753,64.726936,7.000507,62.917748
2001,120,naics2,49,3063,555,3063,621852273.0,452237168.37,54553500.0,38844475.61,11,621123273.0,53824500.0,37916923.52,18.119491,16.79562,19.523227,True,8.772743,6.246576,71.204369,6.104573,70.445473
2001,120,naics2,21,1981,181,1981,744322137.0,553064295.2772,64240391.0,37228931.64,3,742867137.0,62785391.0,35530845.1,9.1368,7.945839,10.485933,True,8.630724,5.001723,57.95253,4.782934,56.590943
2001,120,naics2,55,292,30,292,95863650.0,66968271.868,3512300.0,2354363.23,2,95813650.0,3462300.0,2229832.09,10.273973,7.291798,14.287821,False,3.66385,2.45595,67.031951,2.327259,64.403203
2001,120,project_state,NY,58051,10919,58051,9099532951.0,6290557171.81758,1004741715.0,717858554.54,267,9082212051.0,987420815.0,692018835.64,18.809323,18.493496,19.129277,True,11.041684,7.88896,71.447074,7.619497,70.083477
2001,120,project_state,GA,22847,5176,22847,9058515298.0,6844388069.2867,953731208.0,603390500.4,88,9040615098.0,935831008.0,583012284.57,22.655053,22.116886,23.202414,True,10.52856,6.661031,63.266306,6.448812,62.298885
2001,120,project_state,OH,38383,5321,38383,6689719510.0,4686861816.774,673237144.0,446668068.81,180,6678108041.0,661625675.0,430783158.4,13.862908,13.520822,14.212227,True,10.063757,6.676933,66.34632,6.450677,65.109801
2001,120,project_state,MN,23254,2849,23254,5322258162.99,3923076782.9455,519033908.17,317245672.11,90,5312496737.99,509272483.17,303961037.27,12.251656,11.836458,12.679323,True,9.752137,5.960734,61.12234,5.721623,59.685345
2001,120,project_state,LA,8134,1406,8134,1683217597.0,1266620756.564,202455681.0,129980224.92,25,1679335539.0,198573623.0,125357156.17,17.285468,16.479233,18.122589,True,12.027897,7.722128,64.201817,7.464688,63.128805
2001,120,project_state,MO,16733,2753,16733,3662314509.0,2732040715.667,459575862.0,287278299.32,75,3651766309.0,449027662.0,274738640.88,16.452519,15.898479,17.021958,True,12.548782,7.844173,62.50944,7.523445,61.185237
2001,120,project_state,IN,16831,2598,16831,3849233513.57,2790324287.2915,422396959.0,269673908.67,88,3836160662.57,409324108.0,255464402.24,15.435803,14.897873,15.989507,True,10.973534,7.005912,63.843715,6.659377,62.411277
2001,120,project_state,NC,15187,2645,15187,4208950315.0,3105445049.237,393790977.0,249573670.59,39,4203836715.0,388677377.0,243483913.26,17.416211,16.821306,18.027596,True,9.356038,5.929594,63.377194,5.791945,62.644221
2001,120,project_state,CO,20114,3505,20114,5485960682.0,4060885923.899,553313048.0,353170239.27,80,5477021582.0,544373948.0,341382220.81,17.425674,16.907684,17.956104,True,10.085983,6.43771,63.828287,6.23299,62.710977
2001,120,project_state,NH,10275,1208,10275,1027113372.0,679976485.77,111726980.0,72896572.95,79,1024632072.0,109245680.0,68461370.01,11.756691,11.148147,12.39382,True,10.877765,7.097228,65.245273,6.681556,62.667348
2001,120,project_state,ND,3395,239,3395,651148049.0,466590653.5,38361175.0,21372431.6,7,650121349.0,37334475.0,20195076.16,7.039764,6.226926,7.949712,True,5.891314,3.282269,55.713704,3.106355,54.0923
2001,120,project_state,IL,29299,6229,29299,6353146197.0,4621910450.009701,851106427.0,586299205.48,148,6329225897.0,827186127.0,557543090.76,21.260111,20.795403,21.732355,True,13.396613,9.228486,68.886709,8.809025,67.402374
2001,120,project_state,MA,28235,3283,28235,3417389070.0,2269074104.65,320647998.0,218181402.76,179,3408904070.0,312162998.0,204090813.23,11.627413,11.258723,12.006543,True,9.382836,6.384447,68.0439,5.986992,65.379566
2001,120,project_state,TN,8661,1795,8661,2322713273.0,1742578778.993,260878221.0,159101168.08,24,2320078428.0,258243376.0,155965397.29,20.725089,19.884508,21.591628,True,11.231615,6.849798,60.986758,6.722419,60.394733
2001,120,project_state,FL,43216,11285,43216,11174591140.0,8201371410.273259,1655693398.0,1200156910.75,278,11138995040.0,1620097298.0,1156290284.06,26.113014,25.701018,26.529255,True,14.81659,10.740052,72.486664,10.380562,71.371657
2001,120,project_state,PA,35741,4827,35741,6382894883.74,4569675997.017,613663405.0,420578100.83,239,6367520783.74,598289305.0,398460736.91,13.505498,13.155082,13.863758,True,9.614186,6.589143,68.535633,6.257706,66.60001
2001,120,project_state,AL,5754,1174,5754,1632198442.0,1233631577.67,185390280.0,116299151.78,19,1623906682.0,177098520.0,107503295.13,20.403198,19.381842,21.464046,True,11.358317,7.125307,62.732065,6.620041,60.702537
2001,120,project_state,CA,116914,23731,116914,35585891066.0,26318958301.6642,3092112242.0,2094190745.47,396,35526143199.0,3032364375.0,2024202650.02,20.297826,20.068248,20.529355,True,8.689152,5.884891,67.726867,5.697783,66.753279
2001,120,project_state,MT,5329,393,5329,1024768971.0,770554676.218,57919541.0,33783766.51,9,1024102071.0,57252641.0,32906524.67,7.374742,6.703309,8.107585,True,5.651961,3.29672,58.328788,3.213208,57.475994
2001,120,project_state,TX,66653,11609,66653,19415522010.0,14395430522.395441,1963931402.0,1275027032.1,273,19376295995.0,1924705387.0,1227098469.05,17.41707,17.131031,17.706865,True,10.115264,6.56705,64.922178,6.332988,63.755132
2001,120,project_state,MD,13508,2468,13508,2712068697.0,1964848783.692,283311420.0,201268031.31,77,2701021097.0,272263820.0,187488770.13,18.270654,17.628049,18.931301,True,10.446322,7.4212,71.04127,6.941403,68.862903
2001,120,project_state,WA,22378,3169,22378,6157271355.0,4592199832.81,479963921.0,294851703.85,82,6150228035.0,472920601.0,285508116.65,14.16123,13.710575,14.624187,True,7.795075,4.788675,61.432056,4.642236,60.371258
2001,120,project_state,WV,2474,374,2474,461627064.0,331713865.5,38303504.0,25093276.66,4,461502064.0,38178504.0,24918096.2,15.117219,13.759814,16.582783,True,8.2975,5.435833,65.5117,5.399347,65.267346
2001,120,project_state,RI,8056,956,8056,956381391.0,654676024.45,93054400.0,61581237.34,68,954507591.0,91180600.0,57842568.52,11.866931,11.178842,12.591371,True,9.729842,6.438983,66.177674,6.059938,63.437363
2001,120,project_state,AR,4774,838,4774,1477679890.75,1107335716.7425,163265033.0,98987946.8,36,1474457290.75,160042433.0,95137467.81,17.553414,16.50049,18.658514,True,11.048742,6.698876,60.630219,6.452372,59.445152
2001,120,project_state,NJ,25380,4840,25380,6365896780.01,4621873768.579791,649236400.0,447591662.5,147,6349562880.01,632902500.0,426132930.13,19.070134,18.59151,19.558119,True,10.198664,7.031086,68.941246,6.711217,67.329949
2001,120,project_state,NM,4389,478,4389,1041105376.0,770516272.1772,76477886.0,47186321.48,17,1038286876.0,73659386.0,43629605.26,10.890864,10.0032,11.846927,True,7.345835,4.532329,61.699302,4.202076,59.231563
2001,120,project_state,ME,5409,529,5409,748014143.0,523453992.53,72631750.0,44420907.74,25,746842943.0,71460550.0,42811818.65,9.779996,9.016698,10.600382,True,9.709943,5.938512,61.159077,5.732372,59.909725
2001,120,project_state,ID,8536,1178,8536,1463310392.0,1077825525.66,137886110.0,92452017.04,46,1460798992.0,135374710.0,88608776.25,13.800375,13.084965,14.548351,True,9.422889,6.318005,67.049551,6.065775,65.454453
2001,120,project_state,CT,11632,1620,11632,2145162178.0,1497187090.13,240593702.0,162449066.0,56,2139814178.0,235245702.0,155770961.2,13.927098,13.309804,14.568209,True,11.215642,7.57281,67.520082,7.279649,66.216284
2001,120,project_state,AZ,18873,3764,18873,5866908573.0,4312880715.612,762710000.0,512466599.32,87,5855588073.0,751389500.0,498549763.87,19.943835,19.379905,20.519998,True,13.000203,8.734866,67.190229,8.514085,66.350377
2001,120,project_state,OR,11491,1603,11491,2671099966.0,1976796640.008,201862857.0,130393610.03,28,2667784966.0,198547857.0,126495666.91,13.950048,13.328608,14.595583,True,7.557293,4.881645,64.595147,4.741599,63.710417
2001,120,project_state,UT,20349,3220,20349,3224834088.0,2289649006.43,323019557.0,222987002.32,137,3217570288.0,315755757.0,212584853.79,15.823873,15.32888,16.331768,True,10.016626,6.914681,69.032044,6.607,67.325725
2001,120,project_state,PR,9007,1125,9007,867648912.0,574987726.46,77385355.0,58205185.22,56,865426912.0,75163355.0,54462942.73,12.490285,11.823468,13.189085,True,8.918971,6.70838,75.214729,6.293188,72.459435
2001,120,project_state,MI,27379,4727,27379,6088152033.0,4341778509.28,654075761.0,430192175.43,162,6073929962.0,639853690.0,411995232.51,17.265057,16.821977,17.717322,True,10.74342,7.066055,65.771001,6.783009,64.388975
2001,120,project_state,SC,5887,1013,5887,1921592739.31,1444157581.7135,179120046.0,111313716.0,23,1918879039.31,176406346.0,107929645.46,17.207406,16.264696,18.192885,True,9.321436,5.792784,62.144756,5.62462,61.182405
2001,120,project_state,IA,7769,1119,7769,1915060948.52,1456999879.757,250646418.0,150052622.83,31,1908274348.52,243859818.0,141689974.38,14.403398,13.64021,15.201771,True,13.088169,7.835397,59.866255,7.425032,58.103043
2001,120,project_state,MS,7529,1114,7529,1853442620.0,1426618891.485,188173765.0,113090414.55,21,1848464955.0,183196100.0,107361623.6,14.796122,14.012062,15.616087,True,10.152662,6.101641,60.098927,5.80815,58.604754
2001,120,project_state,OK,8254,1325,8254,2193042012.76,1634727134.987,240549442.0,139863809.49,24,2191002312.76,238509742.0,137208816.38,16.052823,15.276697,16.860532,True,10.968757,6.377617,58.143477,6.262377,57.527552
2001,120,project_state,WI,21786,2575,21786,5399243985.0,3965697446.0455,515170346.0,305548365.72,94,5387194683.0,503121044.0,290734108.45,11.819517,11.397541,12.254955,True,9.541527,5.659095,59.310162,5.396763,57.786116
2001,120,project_state,DC,1710,360,1710,325196145.0,236873448.85,32677570.0,22588458.08,3,324896145.0,32377570.0,22196445.58,21.052632,19.186303,23.048728,True,10.048572,6.946103,69.125269,6.831859,68.555008
2001,120,project_state,VT,3704,292,3704,559042577.0,395878565.75,36718300.0,22254871.64,6,558697577.0,36373300.0,21812403.66,7.883369,7.058521,8.795487,True,6.568069,3.98089,60.609755,3.904152,59.968174
2001,120,project_state,NV,7119,1852,7119,1680531353.0,1233951953.51,259275818.0,190783130.33,50,1672905653.0,251650118.0,181285116.49,26.01489,25.008906,27.046744,True,15.428205,11.352548,73.583079,10.836542,72.038558
2001,120,project_state,KS,7783,1064,7783,1672650146.0,1228138197.626,185913765.0,117658534.28,14,1670274446.0,183538065.0,114907232.26,13.670821,12.925499,14.451987,True,11.114922,7.034258,63.286618,6.879542,62.606758
2001,120,project_state,NE,5891,697,5891,1255939794.0,942843666.81,127020122.0,78729373.33,25,1253653494.0,124733822.0,76044130.49,11.831608,11.031606,12.681355,True,10.113552,6.268563,61.981812,6.065801,60.965125
2001,120,project_state,HI,4468,563,4468,398753223.0,267793827.75,34279300.0,22249553.63,4,398263223.0,33789300.0,21643465.27,12.600716,11.659663,13.606024,True,8.59662,5.57978,64.906674,5.434462,64.054198
2001,120,project_state,VA,13040,2454,13040,3136687407.0,2283675262.4,376974147.0,258126866.47,42,3129022007.0,369308747.0,248152599.42,18.819018,18.157373,19.49903,True,12.018225,8.229282,68.47336,7.930676,67.193805
2001,120,project_state,MP,20,0,20,5887500.0,4431740.0,0.0,0.0,0,5887500.0,0.0,0.0,0.0,0.0,16.112516,False,0.0,0.0,,0.0,
2001,120,project_state,KY,7772,1311,7772,1534876245.0,1110232168.638,203808899.0,131297471.77,44,1531234745.0,200167399.0,126594348.19,16.868245,16.052127,17.717099,True,13.278523,8.554271,64.421854,8.267468,63.244239
2001,120,project_state,DE,2329,394,2329,461462562.0,332114976.9,38924800.0,30162437.88,21,460292562.0,37754800.0,28232485.68,16.917132,15.4493,18.493918,True,8.435094,6.53627,77.488999,6.133596,74.778533
2001,120,project_state,AK,1599,151,1599,562897368.0,430244132.75,39149732.0,25049806.64,4,562232668.0,38485032.0,24338126.47,9.443402,8.105689,10.975516,True,6.955039,4.450155,63.984618,4.328835,63.2405
2001,120,project_state,SD,2481,259,2481,510812816.0,391667985.05,36394284.0,22968683.01,10,509878631.0,35460099.0,21938448.94,10.439339,9.296696,11.7043,True,7.124779,4.496497,63.110688,4.302681,61.867986
2001,120,project_state,WY,1761,139,1761,423702615.0,316860321.1,27369600.0,14114145.79,3,423337615.0,27004600.0,13665542.28,7.893242,6.723595,9.246194,True,6.459625,3.331144,51.568696,3.228048,50.604498
2001,120,project_state,GU,726,50,726,87643488.0,59624877.65,4101983.0,2320498.22,1,87608488.0,4066983.0,2274460.26,6.887052,5.262816,8.965131,True,4.680306,2.647656,56.570157,2.596164,55.925
2001,120,project_state,VI,220,37,220,28621830.0,21580320.5,1615000.0,1036136.35,0,28621830.0,1615000.0,1036136.35,16.818182,12.454817,22.320447,False,5.642546,3.620091,64.15705,3.620091,64.15705
2001,120,project_state,PW,6,1,6,225000.0,138750.0,50000.0,12698.09,0,225000.0,50000.0,12698.09,16.666667,3.005337,56.350282,False,22.222222,5.643596,25.39618,5.643596,25.39618
2001,120,business_age,Existing,568678,94572,568678,139953233591.9,101920882134.64128,13231685591.17,8705958546.99,2375,139731791127.9,13010243127.17,8414589144.000001,16.630149,16.533599,16.727151,True,9.454362,6.22062,65.796292,6.021958,64.676648
2001,120,business_age,New or early-stage,198958,38497,198958,39127508103.75,28720946543.955097,5467596973.0,3678216850.36,1116,38989071034.75,5329159904.0,3510845523.13,19.34931,19.176321,19.523483,True,13.973793,9.400591,67.273006,9.004691,65.879906
2001,120,business_age,Startup,65491,9152,65491,20019666030.0,14973769340.33,1916199300.0,1256497355.27,294,19956986230.0,1853519500.0,1184281734.12,13.974439,13.711007,14.242098,True,9.571585,6.276315,65.572373,5.934171,63.893675
