candidate_start_fy,horizon_months,dimension,segment,eligible_loans,chargeoffs,valid_gross_amount_loans,gross_approval,sba_guaranteed_approval,chargeoff_loan_approval,gross_chargeoff_amount,flagged_financial_chargeoffs,sensitivity_gross_approval,sensitivity_chargeoff_loan_approval,sensitivity_gross_chargeoff_amount,chargeoff_rate_percent,ci95_low_percent,ci95_high_percent,passes_rate_reporting_rule,approval_weighted_chargeoff_incidence_percent,gross_chargeoff_rate_percent,chargeoff_severity_percent,sensitivity_gross_chargeoff_rate_percent,sensitivity_chargeoff_severity_percent,total_gross_approval,total_chargeoff_loan_approval,total_gross_chargeoff_amount,total_sensitivity_gross_chargeoff_amount,gross_approval_share_percent,chargeoff_loan_approval_share_percent,gross_chargeoff_amount_share_percent,sensitivity_gross_chargeoff_amount_share_percent,financial_anomaly_share_shift_pp
2001,120,project_state,RI,8056,956,8056,956381391.0,654676024.45,93054400.0,61581237.34,68,954507591.0,91180600.0,57842568.52,11.866931,11.178842,12.591371,True,9.729842,6.438983,66.177674,6.059938,63.437363,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.46376006660407165,0.43553362138593205,0.4348292345724606,0.4251877417909116,0.009641492781548966
2001,120,project_state,AR,4774,838,4774,1477679890.75,1107335716.7425,163265033.0,98987946.8,36,1474457290.75,160042433.0,95137467.81,17.553414,16.50049,18.658514,True,11.048742,6.698876,60.630219,6.452372,59.445152,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.7165435578343633,0.7641488319540365,0.6989605113209544,0.6993341778011252,-0.00037366648017078674
2001,120,project_state,NJ,25380,4840,25380,6365896780.01,4621873768.579791,649236400.0,447591662.5,147,6349562880.01,632902500.0,426132930.13,19.070134,18.59151,19.558119,True,10.198664,7.031086,68.941246,6.711217,67.329949,206223316725.65,21365606564.17,14162165844.38,13604006615.14,3.086894770720275,3.0386986582855355,3.1604746577488974,3.1324075486390424,0.028067109109854993
2001,120,project_state,NM,4389,478,4389,1041105376.0,770516272.1772,76477886.0,47186321.48,17,1038286876.0,73659386.0,43629605.26,10.890864,10.0032,11.846927,True,7.345835,4.532329,61.699302,4.202076,59.231563,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.5048436774901834,0.35794858325367174,0.3331857711490156,0.3207114381394397,0.0124743330095759
2001,120,project_state,ME,5409,529,5409,748014143.0,523453992.53,72631750.0,44420907.74,25,746842943.0,71460550.0,42811818.65,9.779996,9.016698,10.600382,True,9.709943,5.938512,61.159077,5.732372,59.909725,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.3627204502753312,0.33994705360625255,0.313658999817656,0.3147000722739609,-0.0010410724563049145
2001,120,project_state,ID,8536,1178,8536,1463310392.0,1077825525.66,137886110.0,92452017.04,46,1460798992.0,135374710.0,88608776.25,13.800375,13.084965,14.548351,True,9.422889,6.318005,67.049551,6.065775,65.454453,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.7095756266720901,0.6453648277471993,0.6528098742515992,0.65134323112859,0.0014666431230091481
2001,120,project_state,CT,11632,1620,11632,2145162178.0,1497187090.13,240593702.0,162449066.0,56,2139814178.0,235245702.0,155770961.2,13.927098,13.309804,14.568209,True,11.215642,7.57281,67.520082,7.279649,66.216284,206223316725.65,21365606564.17,14162165844.38,13604006615.14,1.0402132077304453,1.1260794364877722,1.1470637174077791,1.1450373820506772,0.0020263353571019493
2001,120,project_state,AZ,18873,3764,18873,5866908573.0,4312880715.612,762710000.0,512466599.32,87,5855588073.0,751389500.0,498549763.87,19.943835,19.379905,20.519998,True,13.000203,8.734866,67.190229,8.514085,66.350377,206223316725.65,21365606564.17,14162165844.38,13604006615.14,2.844929790749639,3.569802700004129,3.618560924587415,3.664727443716179,-0.046166519128763905
2001,120,project_state,OR,11491,1603,11491,2671099966.0,1976796640.008,201862857.0,130393610.03,28,2667784966.0,198547857.0,126495666.91,13.950048,13.328608,14.595583,True,7.557293,4.881645,64.595147,4.741599,63.710417,206223316725.65,21365606564.17,14162165844.38,13604006615.14,1.2952463418835942,0.9448028371847064,0.920717999371151,0.9298412628616487,-0.009123263490497746
2001,120,project_state,UT,20349,3220,20349,3224834088.0,2289649006.43,323019557.0,222987002.32,137,3217570288.0,315755757.0,212584853.79,15.823873,15.32888,16.331768,True,10.016626,6.914681,69.032044,6.607,67.325725,206223316725.65,21365606564.17,14162165844.38,13604006615.14,1.5637582302539392,1.511867009391168,1.574526133716252,1.56266355790663,0.011862575809622022
2001,120,project_state,PR,9007,1125,9007,867648912.0,574987726.46,77385355.0,58205185.22,56,865426912.0,75163355.0,54462942.73,12.490285,11.823468,13.189085,True,8.918971,6.70838,75.214729,6.293188,72.459435,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.4207326920041152,0.3621959187892882,0.41099070480874,0.40034487096902605,0.010645833839713958
2001,120,project_state,MI,27379,4727,27379,6088152033.0,4341778509.28,654075761.0,430192175.43,162,6073929962.0,639853690.0,411995232.51,17.265057,16.821977,17.717322,True,10.74342,7.066055,65.771001,6.783009,64.388975,206223316725.65,21365606564.17,14162165844.38,13604006615.14,2.952213226741667,3.061348897516822,3.0376157161068273,3.028484505818216,0.009131210288611413
2001,120,project_state,SC,5887,1013,5887,1921592739.31,1444157581.7135,179120046.0,111313716.0,23,1918879039.31,176406346.0,107929645.46,17.207406,16.264696,18.192885,True,9.321436,5.792784,62.144756,5.62462,61.182405,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.9318018785753497,0.8383569427903971,0.7859935918217823,0.7933666052461655,-0.007373013424383235
2001,120,project_state,IA,7769,1119,7769,1915060948.52,1456999879.757,250646418.0,150052622.83,31,1908274348.52,243859818.0,141689974.38,14.403398,13.64021,15.201771,True,13.088169,7.835397,59.866255,7.425032,58.103043,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.9286345399379397,1.1731303637329569,1.0595316032790685,1.0415312075952108,0.018000395683857695
2001,120,project_state,MS,7529,1114,7529,1853442620.0,1426618891.485,188173765.0,113090414.55,21,1848464955.0,183196100.0,107361623.6,14.796122,14.012062,15.616087,True,10.152662,6.101641,60.098927,5.80815,58.604754,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.8987551211125824,0.8807321450707903,0.7985389790847415,0.7891912040127682,0.009347775071973263
2001,120,project_state,OK,8254,1325,8254,2193042012.76,1634727134.987,240549442.0,139863809.49,24,2191002312.76,238509742.0,137208816.38,16.052823,15.276697,16.860532,True,10.968757,6.377617,58.143477,6.262377,57.527552,206223316725.65,21365606564.17,14162165844.38,13604006615.14,1.0634306767927326,1.1258722811240007,0.9875877109962135,1.00859122067244,-0.02100350967622644
2001,120,project_state,WI,21786,2575,21786,5399243985.0,3965697446.0455,515170346.0,305548365.72,94,5387194683.0,503121044.0,290734108.45,11.819517,11.397541,12.254955,True,9.541527,5.659095,59.310162,5.396763,57.786116,206223316725.65,21365606564.17,14162165844.38,13604006615.14,2.618153985071875,2.4112132948471388,2.157497441263558,2.1371211928582854,0.020376248405272523
2001,120,project_state,DC,1710,360,1710,325196145.0,236873448.85,32677570.0,22588458.08,3,324896145.0,32377570.0,22196445.58,21.052632,19.186303,23.048728,True,10.048572,6.946103,69.125269,6.831859,68.555008,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.15769125924428126,0.15294473340532302,0.159498612911413,0.16316109075761115,-0.0036624778461981367
2001,120,project_state,VT,3704,292,3704,559042577.0,395878565.75,36718300.0,22254871.64,6,558697577.0,36373300.0,21812403.66,7.883369,7.058521,8.795487,True,6.568069,3.98089,60.609755,3.904152,59.968174,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.2710860177579844,0.1718570445904231,0.1571431367528537,0.1603380847795591,-0.003194948026705391
2001,120,project_state,NV,7119,1852,7119,1680531353.0,1233951953.51,259275818.0,190783130.33,50,1672905653.0,251650118.0,181285116.49,26.01489,25.008906,27.046744,True,15.428205,11.352548,73.583079,10.836542,72.038558,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.8149085077686445,1.2135195751231518,1.3471324402383613,1.3325862124195562,0.014546227818805102
2001,120,project_state,KS,7783,1064,7783,1672650146.0,1228138197.626,185913765.0,117658534.28,14,1670274446.0,183538065.0,114907232.26,13.670821,12.925499,14.451987,True,11.114922,7.034258,63.286618,6.879542,62.606758,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.8110868220712485,0.8701543971692165,0.8307947779519237,0.8446572800995178,-0.013862502147594102
2001,120,project_state,NE,5891,697,5891,1255939794.0,942843666.81,127020122.0,78729373.33,25,1253653494.0,124733822.0,76044130.49,11.831608,11.031606,12.681355,True,10.113552,6.268563,61.981812,6.065801,60.965125,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.6090192971102508,0.5945074464350196,0.5559133694317125,0.5589833395506433,-0.0030699701189307316
2001,120,project_state,HI,4468,563,4468,398753223.0,267793827.75,34279300.0,22249553.63,4,398263223.0,33789300.0,21643465.27,12.600716,11.659663,13.606024,True,8.59662,5.57978,64.906674,5.434462,64.054198,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.19335991163913,0.1604415016116893,0.1571055859286476,0.15909625658306303,-0.0019906706544154384
2001,120,project_state,VA,13040,2454,13040,3136687407.0,2283675262.4,376974147.0,258126866.47,42,3129022007.0,369308747.0,248152599.42,18.819018,18.157373,19.49903,True,12.018225,8.229282,68.47336,7.930676,67.193805,206223316725.65,21365606564.17,14162165844.38,13604006615.14,1.5210149156765356,1.7643971205207134,1.8226510641550848,1.824114074921348,-0.0014630107662632064
2001,120,project_state,KY,7772,1311,7772,1534876245.0,1110232168.638,203808899.0,131297471.77,44,1531234745.0,200167399.0,126594348.19,16.868245,16.052127,17.717099,True,13.278523,8.554271,64.421854,8.267468,63.244239,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.7442787117239166,0.9539111299642968,0.927100227555258,0.930566646807656,-0.0034664192523979898
2001,120,project_state,DE,2329,394,2329,461462562.0,332114976.9,38924800.0,30162437.88,21,460292562.0,37754800.0,28232485.68,16.917132,15.4493,18.493918,True,8.435094,6.53627,77.488999,6.133596,74.778533,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.22376837368681668,0.18218439005273396,0.21297899072386178,0.20753066709464738,0.005448323629214408
2001,120,project_state,AK,1599,151,1599,562897368.0,430244132.75,39149732.0,25049806.64,4,562232668.0,38485032.0,24338126.47,9.443402,8.105689,10.975516,True,6.955039,4.450155,63.984618,4.328835,63.2405,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.2729552491626603,0.18323716615494492,0.17687835967505328,0.17890410640431414,-0.002025746729260869
2001,120,project_state,SD,2481,259,2481,510812816.0,391667985.05,36394284.0,22968683.01,10,509878631.0,35460099.0,21938448.94,10.439339,9.296696,11.7043,True,7.124779,4.496497,63.110688,4.302681,61.867986,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.24769886553592863,0.17034051380985837,0.16218340656640953,0.16126461534930847,0.0009187912171010615
2001,120,project_state,WY,1761,139,1761,423702615.0,316860321.1,27369600.0,14114145.79,3,423337615.0,27004600.0,13665542.28,7.893242,6.723595,9.246194,True,6.459625,3.331144,51.568696,3.228048,50.604498,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.20545815173929846,0.12810120750748386,0.09966092718509538,0.10045233486428562,-0.0007914076791902397
2001,120,project_state,GU,726,50,726,87643488.0,59624877.65,4101983.0,2320498.22,1,87608488.0,4066983.0,2274460.26,6.887052,5.262816,8.965131,True,4.680306,2.647656,56.570157,2.596164,55.925,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.04249931064613652,0.01919900091616871,0.016385193094747216,0.016719047000967612,-0.0003338539062203959
2001,120,business_age,Existing,568678,94572,568678,139953233591.9,101920882134.64128,13231685591.17,8705958546.99,2375,139731791127.9,13010243127.17,8414589144.000001,16.630149,16.533599,16.727151,True,9.454362,6.22062,65.796292,6.021958,64.676648,206223316725.65,21365606564.17,14162165844.38,13604006615.14,67.86489317213695,61.92983827269132,61.473355436271795,61.85375663251548,-0.38040119624368174
2001,120,business_age,New or early-stage,198958,38497,198958,39127508103.75,28720946543.955097,5467596973.0,3678216850.36,1116,38989071034.75,5329159904.0,3510845523.13,19.34931,19.176321,19.523483,True,13.973793,9.400591,67.273006,9.004691,65.879906,206223316725.65,21365606564.17,14162165844.38,13604006615.14,18.973367670060043,25.590647083098165,25.97213512945574,25.807437635488608,0.1646974939671324
2001,120,business_age,Startup,65491,9152,65491,20019666030.0,14973769340.33,1916199300.0,1256497355.27,294,19956986230.0,1853519500.0,1184281734.12,13.974439,13.711007,14.242098,True,9.571585,6.276315,65.572373,5.934171,63.893675,206223316725.65,21365606564.17,14162165844.38,13604006615.14,9.70776066832115,8.968616426801827,8.872211842997293,8.705389284374531,0.16682255862276207
2001,120,business_age,Unknown,45384,8388,45384,7122909000.0,5177565337.049999,750124700.0,521493091.76,246,7103563500.0,730779200.0,494290213.89,18.482285,18.127848,18.842056,True,10.531157,7.32135,69.520853,6.958342,67.638791,206223316725.65,21365606564.17,14162165844.38,13604006615.14,3.453978489481861,3.510898217408697,3.682297591275173,3.6334164476214,0.04888114365377305
2001,120,business_type,CORPORATION,680248,109111,680248,178537899687.91,130667674363.05737,18335475350.0,12123246890.659998,3153,178151249865.91,17948825528.0,11637597750.55,16.039885,15.95287,16.127284,True,10.269794,6.790293,66.119076,6.532426,64.837656,206223316725.65,21365606564.17,14162165844.38,13604006615.14,86.57503066223525,85.81771500346022,85.60305693264347,85.54536968247598,0.05768725016748988
2001,120,business_type,INDIVIDUAL,176058,38683,176058,21012699338.739998,15161137640.505001,2494156872.17,1691150988.69,787,20973599892.739998,2455057426.17,1637986160.18,21.971737,21.77894,22.165757,True,11.869759,8.048233,67.804516,7.809752,66.718853,206223316725.65,21365606564.17,14162165844.38,13604006615.14,10.189293661053044,11.673700274686734,11.941330212293078,12.040468712776669,-0.09913850048359052
2001,120,business_type,PARTNERSHIP,21872,2703,21872,6582097954.0,4897769423.564001,514912947.0,335155256.87,88,6566277389.0,499092382.0,316173156.99,12.358266,11.928712,12.80104,True,7.82293,5.091921,65.089693,4.815105,63.349626,206223316725.65,21365606564.17,14162165844.38,13604006615.14,3.1917331456541937,2.410008559567441,2.366553679379488,2.3241179303612554,0.04243574901823255
2001,120,processing_method,Preferred Lenders Program,201677,24531,201677,116006290953.01001,88403285188.07979,10825466400.0,6861719579.64,579,115798944953.01001,10618120400.0,6638655130.58,12.163509,12.021574,12.306885,True,9.331793,5.914955,63.384979,5.732915,62.521942,206223316725.65,21365606564.17,14162165844.38,13604006615.14,56.25275201413787,50.66772322838822,48.45106077022075,48.799264204942325,-0.3482034347215759
2001,120,processing_method,SBA Express Program,467953,88813,467953,28365582400.0,14178336472.17,4382887900.0,3522241991.59,2960,28242605900.0,4259911400.0,3315595264.58,18.979043,18.866945,19.09165,True,15.451429,12.417309,80.363497,11.739693,77.832494,206223316725.65,21365606564.17,14162165844.38,13604006615.14,13.754789153030773,20.513753666839857,24.870786222205826,24.372196797449728,0.4985894247560978
2001,120,processing_method,7a General,69983,8507,69983,39726224712.6,30484172296.02634,3858566083.0,2283713712.9,185,39664545999.6,3796887370.0,2214131726.74,12.155809,11.915781,12.399992,True,9.712894,5.74863,59.185554,5.582143,58.31439,206223316725.65,21365606564.17,14162165844.38,13604006615.14,19.26369207098436,18.059707649352646,16.125455230467104,16.27558549020313,-0.15013025973602723
2001,120,processing_method,Low Documentation Program,34202,4878,34202,3019684931.38,2556077494.7555,441724721.17,271881928.28,75,3013573502.38,435613292.17,265361116.52,14.262324,13.895738,14.636936,True,14.628173,9.003652,61.550082,8.80553,60.916671,206223316725.65,21365606564.17,14162165844.38,13604006615.14,1.4642791025406936,2.0674569656766493,1.9197764753467523,1.950610022672862,-0.030833547326109656
2001,120,processing_method,Certified Lenders Program,7419,643,7419,4371627581.0,3292253541.98374,310978734.0,168390927.42,12,4366446241.0,305797394.0,164147998.4,8.666936,8.047926,9.328728,True,7.113569,3.851905,54.148695,3.759304,53.678678,206223316725.65,21365606564.17,14162165844.38,13604006615.14,2.1198512614438316,1.4555109075232602,1.1890195982051919,1.206615102769198,-0.01759550456400616
2001,120,processing_method,7a with EWCP,1505,56,1505,1494611508.0,1326607862.08,37895833.0,25668114.43,1,1490611508.0,33895833.0,21665237.55,3.72093,2.876482,4.801028,True,2.535497,1.717377,67.733343,1.453446,63.917112,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.7247538890029406,0.1773683929177611,0.18124427232424997,0.15925629972782135,0.021987972596428623
2001,120,processing_method,International Trade Loans,3581,789,3581,2440516518.0,1980966145.327,388462370.0,237848378.87,18,2434999918.0,382945770.0,231987525.64,22.032952,20.705824,23.420018,True,15.917219,9.745821,61.228164,9.527209,60.579733,206223316725.65,21365606564.17,14162165844.38,13604006615.14,1.1834338409204963,1.8181668226141037,1.679463307262327,1.7052882448750015,-0.02582493761267446
2001,120,processing_method,Community Express,43023,16991,43023,1125661500.0,933648605.0,374582200.0,283442781.16,71,1122152100.0,371072800.0,278822163.62,39.492829,39.031874,39.955661,True,33.276629,25.180108,75.669047,24.847092,75.139478,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.5458458906940811,1.7532018053172065,2.0014084305648714,2.0495591593560145,-0.04815072879114313
2001,120,processing_method,Working Capital CAPLine,1972,85,1972,1472939300.0,1100881121.7,64381400.0,50903183.7,15,1462869300.0,54311400.0,37089067.96,4.310345,3.499291,5.29906,True,4.370947,3.455891,79.065046,2.535364,68.289656,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.714244792192694,0.3013319551992839,0.35943078381757554,0.2726334160902517,0.08679736772732383
2001,120,processing_method,Export Express,2132,313,2132,237712900.0,190450085.0,21342600.0,16403963.4,15,237053900.0,20683600.0,15228184.12,14.681051,13.242285,16.246863,True,8.97831,6.900746,76.860192,6.423933,73.624437,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.11526965222668895,0.0998923196301453,0.11582948244113112,0.11193896438606875,0.003890518055062367
2001,120,processing_method,Contract CAPLine,628,52,628,421844288.0,318243129.9,30684708.0,20790330.37,4,419619137.0,28459557.0,18114303.53,8.280255,6.370177,10.697627,True,7.273942,4.928437,67.754695,4.316844,63.649281,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.20455702812752363,0.14361730338823184,0.1468019129168034,0.1331541805473724,0.013647732369430982
2001,120,processing_method,Gulf Opportunity Pilot Loan Program,2855,351,2855,197996300.0,170676050.0,24927400.0,17633571.9,6,197625800.0,24556900.0,17223932.61,12.294221,11.140122,13.549651,True,12.589831,8.906011,70.739716,8.715427,70.138872,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.09601062728682866,0.11667068718658852,0.12451183027910638,0.12660926370640954,-0.002097433427303161
2001,120,processing_method,Patriot Express Loans,9671,1861,9671,822069300.0,667702220.7,133858700.0,96931232.57,33,818211600.0,130001000.0,91739657.45,19.243098,18.469702,20.040918,True,16.283141,11.791127,72.413099,11.212217,70.568424,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.3986306267654705,0.6265148597488465,0.684437914617879,0.6743576362856385,0.010080278332240455
2001,120,processing_method,Rural Loan Initiative,3753,354,3753,585414630.0,486696166.3,54522550.0,32297120.64,14,583777630.0,52885550.0,30417265.23,9.432454,8.538395,10.409476,True,9.313493,5.516965,59.236262,5.21042,57.515267,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.2838741221385789,0.2551884021464385,0.2280521284307409,0.22359049132002334,0.0044616371107175645
2001,120,processing_method,Small Loan Advantage Initiative,24168,2065,24168,4157212500.0,3236649299.06,350909800.0,230002138.86,34,4151815300.0,345512600.0,223726666.73,8.544356,8.198481,8.903408,True,8.440988,5.532605,65.544519,5.388647,64.752101,206223316725.65,21365606564.17,14162165844.38,13604006615.14,2.0158789830398103,1.6424050445095892,1.6240604819020124,1.6445645246968121,-0.02050404279479978
2001,120,processing_method,Community Advantage Initiative,2128,265,2128,273354500.0,220164595.0,34467300.0,24223594.31,5,272441200.0,33554000.0,23159283.03,12.453008,11.117419,13.923911,True,12.609011,8.861604,70.27993,8.500654,69.020931,206223316725.65,21365606564.17,14162165844.38,13604006615.14,0.13255266394714146,0.16132142046367862,0.17104441916709157,0.170238692799707,0.0008057263673845738
2010,120,loan_size_band,$150k to $350k,53649,3256,53649,13696011000.0,9372670018.25,835209300.0,552950538.5,93,13672205900.0,811404200.0,524479052.17,6.069079,5.870169,6.274279,True,6.098194,4.037311,66.205027,3.836097,64.638444,107872638243.0,5026873900.0,3038015696.39,2897095942.26,12.696464296300599,16.61488465027937,18.201042843756788,18.103613502038815,0.09742934171797302
2010,120,loan_size_band,More than $1m,28434,1115,28434,55400821200.0,42656261435.82001,2062514700.0,1114156146.28,20,55365071200.0,2026764700.0,1072719222.85,3.921362,3.701904,4.153268,True,3.722896,2.011082,54.019307,1.937538,52.927665,107872638243.0,5026873900.0,3038015696.39,2897095942.26,51.35762145281084,41.02976802342307,36.673811382999915,37.02739723604669,-0.3535858530467735
2010,120,loan_size_band,$50k to $150k,69628,4838,69628,7281567143.0,4826487471.29,523125000.0,373182891.38,162,7264845143.0,506403000.0,348309655.94,6.948354,6.761851,7.139607,True,7.184236,5.125035,71.337231,4.794454,68.78112,107872638243.0,5026873900.0,3038015696.39,2897095942.26,6.750152088240514,10.406566991863473,12.283771009591693,12.022717330800116,0.26105367879157626
2010,120,loan_size_band,Up to $50k,109567,8760,109567,3037020900.0,1668682666.48,226645800.0,182348787.46,326,3027364700.0,216989600.0,165782950.23,7.995108,7.835984,8.157177,True,7.462767,6.004199,80.455401,5.476147,76.401335,107872638243.0,5026873900.0,3038015696.39,2897095942.26,2.8153764934891417,4.50868282174335,6.002233223372763,5.7223838469317,0.27984937644106367
2010,120,loan_size_band,$350k to $1m,46856,2330,46856,28457218000.0,21879827819.73,1379379100.0,815377332.77,46,28430117400.0,1352278500.0,785805061.07,4.972682,4.77952,5.173227,True,4.847203,2.865274,59.11191,2.763988,58.109706,107872638243.0,5026873900.0,3038015696.39,2897095942.26,26.380385669158905,27.44009751269074,26.839141540278842,27.123888084182674,-0.28474654390383236
2010,120,term_band,85 to 120,64122,3100,64122,25314504743.0,19378780878.620003,1030159000.0,725213637.47,87,25286186743.0,1001841000.0,692209804.26,4.834534,4.671202,5.003277,True,4.069442,2.864815,70.398224,2.737502,69.093779,107872638243.0,5026873900.0,3038015696.39,2897095942.26,23.467030338105864,20.493034448307924,23.87129330278819,23.89323025733186,-0.021936954543672726
2010,120,term_band,241 to 360,39482,537,39482,43876938300.0,33598296775.09,608591700.0,291286406.97,14,43867555300.0,599208700.0,280970071.68,1.360113,1.250501,1.47919,True,1.387042,0.663871,47.862369,0.640496,46.890186,107872638243.0,5026873900.0,3038015696.39,2897095942.26,40.67476147302556,12.106762813365977,9.588048123521173,9.698335066556947,-0.11028694303577424
2010,120,term_band,13 to 60,58667,9438,58667,6893740600.0,4574049711.860001,1397658500.0,858422179.23,315,6859057700.0,1362975600.0,809984636.77,16.087409,15.792322,16.386936,True,20.274312,12.452197,61.418593,11.808978,59.42767,107872638243.0,5026873900.0,3038015696.39,2897095942.26,6.390629461078694,27.803731062360644,28.256015275037658,27.95850233866048,0.2975129363771778
2010,120,term_band,61 to 84,110484,3953,110484,12323064600.0,7944873495.559999,960153100.0,631150106.79,67,12307269900.0,944358400.0,613045342.53,3.577894,3.469976,3.689039,True,7.791512,5.121698,65.73432,4.981164,64.916598,107872638243.0,5026873900.0,3038015696.39,2897095942.26,11.42371670955184,19.100401543790465,20.775077217013077,21.160684863331397,-0.38560764631832
2010,120,term_band,181 to 240,11449,479,11449,8066608500.0,6154734967.890001,452049500.0,209148165.65,15,8058140200.0,443581200.0,200009007.34,4.183772,3.832131,4.566147,True,5.60396,2.592765,46.266651,2.482074,45.089604,107872638243.0,5026873900.0,3038015696.39,2897095942.26,7.477900449443632,8.992656449965853,6.884367513259582,6.903775757732575,-0.019408244472993275
2010,120,term_band,121 to 180,16493,398,16493,8742650400.0,6662239711.55,272718900.0,143770187.12,10,8739225900.0,269294400.0,139855235.34,2.413145,2.189792,2.65866,True,3.119408,1.644469,52.717354,1.600316,51.933956,107872638243.0,5026873900.0,3038015696.39,2897095942.26,8.104604228095184,5.425218643340148,4.732371438726884,4.827428505212019,-0.09505706648513534
2010,120,term_band,1 to 12,7260,2294,7260,2620442300.0,2065389171.0,290027600.0,167754336.84,135,2607910800.0,277496100.0,150224645.13,31.597796,30.538359,32.676697,True,11.067887,6.401757,57.840818,5.760344,54.135768,107872638243.0,5026873900.0,3038015696.39,2897095942.26,2.4292001592628556,5.769541981150551,5.521839042482183,5.185352785134586,0.3364862573475973
2010,120,guarantee_percent_band,>85% to 90%,27209,2259,27209,15138415500.0,13620143432.54,832267400.0,477123832.63,26,15126162300.0,820014200.0,464016077.6,8.3024,7.980408,8.636164,True,5.497718,3.151742,57.32819,3.067639,56.586347,107872638243.0,5026873900.0,3038015696.39,2897095942.26,14.033600870962616,16.556361200944387,15.705114137394176,16.01659340415302,-0.31147926675884463
2010,120,guarantee_percent_band,>0% to 50%,152507,9503,152507,12028051400.0,5996729777.2,611718800.0,461456770.55,433,12002314200.0,585981600.0,421841712.77,6.231189,6.110972,6.353611,True,5.085768,3.836505,75.436094,3.51467,71.988901,107872638243.0,5026873900.0,3038015696.39,2897095942.26,11.150233827511414,12.168970460945918,15.189413639249391,14.56084717860344,0.6285664606459509
2010,120,guarantee_percent_band,>50% to 75%,93563,4826,93563,77221527200.0,57843022373.82,3235769300.0,1863662608.29,139,77151829800.0,3166071900.0,1781686589.45,5.158022,5.018132,5.301594,True,4.190243,2.413398,57.595658,2.309325,56.274357,107872638243.0,5026873900.0,3038015696.39,2897095942.26,71.58583349565107,64.36941455802183,61.344732698535594,61.49905370617865,-0.15432100764305545
2010,120,guarantee_percent_band,>75% to 85%,34854,3711,34854,3484085843.0,2943475528.01,347118400.0,235772484.92,49,3478739743.0,341772300.0,229551562.44,10.647271,10.327784,10.975433,True,9.962969,6.767126,67.922785,6.598699,67.165058,107872638243.0,5026873900.0,3038015696.39,2897095942.26,3.2298142510907644,6.905253780087859,7.760739524820846,7.923505711064879,-0.16276618624403305
2010,120,naics2,72,38671,2973,38671,18923661900.0,14251527430.56,892904100.0,527942785.73,83,18900412300.0,869654500.0,501141850.27,7.687932,7.426599,7.95767,True,4.718453,2.789855,59.126482,2.651486,57.625396,107872638243.0,5026873900.0,3038015696.39,2897095942.26,17.54259672167421,17.76261186897885,17.3778820944652,17.298075737148817,0.0798063573163823
2010,120,naics2,54,31653,1851,31653,8063966100.0,5869922447.8,328074300.0,219233847.56,47,8056846100.0,320954300.0,209270993.04,5.847787,5.59461,6.111679,True,4.068399,2.718685,66.82445,2.597431,65.202739,107872638243.0,5026873900.0,3038015696.39,2897095942.26,7.475450894076267,6.526407992848199,7.216350061012201,7.223474721266892,-0.007124660254691051
2010,120,naics2,31,6354,413,6354,2431256200.0,1821755544.23,115583000.0,72693497.53,13,2427581500.0,111908300.0,67090639.61,6.499843,5.919586,7.132665,True,4.754044,2.989956,62.892897,2.763682,59.951442,107872638243.0,5026873900.0,3038015696.39,2897095942.26,2.253821024125891,2.299301758892341,2.3927953241446356,2.315789361040738,0.07700596310389773
2010,120,naics2,23,30997,2152,30997,6091088000.0,4284724587.84,438996300.0,285065020.03,110,6078878300.0,426786600.0,267929834.28,6.942607,6.66495,7.230936,True,7.20719,4.680035,64.935632,4.407554,62.778408,107872638243.0,5026873900.0,3038015696.39,2897095942.26,5.646555140589841,8.732988110165246,9.383263568016972,9.24822096402476,0.13504260399221124
