experiment_id,segment,value,loans,chargeoffs,prevalence,pr_auc,roc_auc,brier,calibration_intercept,calibration_slope,mean_predicted_risk
E06,project_state,CA,13375,951,0.07110280373831776,0.7239631265366582,0.9766821602366573,0.029568293447222782,0.3436812695270026,1.0608446057804968,0.06269865340598049
E06,project_state,CO,2537,141,0.05557745368545526,0.6660583364800515,0.9748768633301365,0.026482705131396625,0.3683878458928249,1.1349099418803892,0.04986443555196551
E06,project_state,CT,1013,56,0.055281342546890426,0.6686111988599781,0.9692491416629347,0.029284083491592387,0.4888578799304646,1.1141568761447018,0.04649289436071788
E06,project_state,FL,4869,449,0.09221606079277059,0.7038202661423069,0.9629916657428776,0.03938992837209132,0.3051209644883188,0.9816485064000539,0.08042608361617067
E06,project_state,GA,2894,194,0.06703524533517623,0.6857321313759676,0.9641743031691485,0.0314621216412522,0.16990525121357447,1.0944224600780519,0.0646727364697003
E06,project_state,HI,886,62,0.06997742663656885,0.7774727032407778,0.9769417475728156,0.033245456323781584,1.3158454540795232,1.4400809262867817,0.047671377272020005
E06,project_state,IA,617,46,0.07455429497568881,0.6097958492493826,0.9530952562247773,0.04041375087920041,0.44736098821985204,1.1842234502806375,0.06690511233773316
E06,project_state,ID,893,34,0.03807390817469205,0.6608548295451941,0.9608984455248921,0.021881174005008806,0.8576872479865768,1.2871364946597141,0.030850063453948934
E06,project_state,IL,2950,236,0.08,0.672015631207303,0.9621782221500569,0.038495923119341906,0.32879154237755537,1.1379715155500214,0.07285501340966541
E06,project_state,IN,2122,126,0.05937794533459001,0.48374394969173873,0.9441621337913924,0.0387825884016538,0.17706590373048955,1.028313825587752,0.0545423313380359
E06,project_state,KS,715,45,0.06293706293706294,0.6512804717481092,0.9341293532338308,0.03491914289441723,0.06681502123739246,1.116114377647433,0.06614212540698386
E06,project_state,KY,858,52,0.06060606060606061,0.5430362404408353,0.9414726092765795,0.03722767109328672,0.11555560311499903,1.1193948093876815,0.06262459515720156
E06,project_state,LA,632,57,0.09018987341772151,0.7212929439287402,0.945720823798627,0.04813654244351118,1.1100403889134107,1.2737752087306327,0.06114340672764903
E06,project_state,MA,3816,236,0.06184486373165619,0.7600860048129381,0.9747561783921976,0.026542034571693855,0.8541220864896125,1.2193032026265025,0.04814812699506071
E06,project_state,MD,1299,104,0.0800615858352579,0.6143467974143852,0.9476182813002897,0.04469641198340009,0.19077139397536333,0.9452488438198695,0.06984182929193491
E06,project_state,MI,3804,206,0.054153522607781286,0.6525150804731914,0.967175669330858,0.028518159178480194,0.6174849105618201,1.1568094482674727,0.04387623153324958
E06,project_state,MN,2595,136,0.05240847784200385,0.649223046307836,0.9601434107599932,0.028508538951804253,0.4512326995176648,1.127947199561955,0.045176887493415745
E06,project_state,MO,1705,126,0.07390029325513196,0.6347907737422747,0.9476135187028158,0.03870486265134618,0.18424446018475632,1.03712744069684,0.06864715992242497
E06,project_state,MS,713,39,0.0546984572230014,0.49063567746645914,0.9074792665297117,0.037936042874803746,-0.04863227780840211,1.1225980539673626,0.06498640674353898
E06,project_state,NC,1911,135,0.0706436420722135,0.6467833713834498,0.9468051384718053,0.03775459162403514,0.4475368630020171,1.0374797072034567,0.05647717520615235
E06,project_state,NE,623,37,0.0593900481540931,0.5771190732501459,0.9084955262429666,0.036749428097090225,0.05610671855276809,0.9334205362723254,0.05337596350521525
E06,project_state,NH,783,36,0.04597701149425287,0.6530444049124046,0.985125687936933,0.022194939054285236,0.6302842987430344,1.588212403948977,0.046381576304357346
E06,project_state,NJ,2519,172,0.06828106391425169,0.6578628790250644,0.9646307507852676,0.03391352116680444,0.36071339631493554,1.1333481575066895,0.060973491536120826
E06,project_state,NV,827,57,0.06892382103990327,0.6591570224199006,0.952244246981089,0.033736199370200885,-0.1455905808380404,0.9543609596292849,0.07267059000528076
